Geneset.Type	Geneset.ID	Description	P.value	FDR	Effect	Odds.Ratio	Status	N.Geneset.Genes	N.Geneset.Peak.Genes	Geneset.Avg.Gene.Length	Geneset.Peak.Genes
Gene Ontology Biological Process	GO:0045646	regulation of erythrocyte differentiation	0.573451352441906	0.738129067961233	-0.252238296689827	0.777059545286969	depleted	38	10	174930.210526316	2113, 9935, 677, 3313, 3398, 3635, 567, 1432, 4067, 23028
Gene Ontology Biological Process	GO:0009247	glycolipid biosynthetic process	0.573490901843309	0.738129067961233	-0.215866146307436	0.80584315973729	depleted	55	13	145387.654545455	9215, 7903, 5279, 5283, 7357, 8813, 9487, 9488, 10026, 23556, 51046, 54872, 81849
Gene Ontology Biological Process	GO:0045859	regulation of protein kinase activity	0.57399747879419	0.738129067961233	-0.0553311145926773	0.946171804788354	depleted	735	214	162390.117006803	238, 2889, 114, 150, 1600, 1946, 1844, 3084, 5770, 7070, 8567, 8851, 9479, 10253, 57521, 116, 801, 972, 994, 1026, 1813, 1906, 2771, 2914, 4293, 4916, 5155, 5580, 5608, 5649, 5728, 5795, 5987, 6233, 6885, 7128, 8941, 9607, 23533, 28988, 56940, 57018, 57580, 80059, 80829, 94032, 221472, 103, 104, 107, 108, 135, 152, 408, 493, 578, 595, 634, 650, 655, 836, 868, 892, 900, 990, 995, 1030, 1236, 1326, 1432, 1616, 1647, 1846, 1848, 1849, 1856, 1857, 1950, 2011, 2146, 2185, 2322, 2629, 2811, 2874, 2911, 3301, 3315, 3326, 3356, 3593, 4040, 4041, 4067, 4216, 4254, 4331, 4616, 4690, 4803, 4869, 4914, 4921, 5291, 5515, 5518, 5571, 5573, 5575, 5590, 5598, 5600, 5602, 5663, 5747, 5777, 5788, 5880, 5894, 5998, 6176, 6188, 6416, 6647, 6653, 6714, 7040, 7057, 7074, 7098, 7099, 7124, 7161, 7189, 7248, 7295, 7311, 7314, 7316, 7349, 7532, 7852, 8651, 8767, 8817, 8826, 9020, 9043, 9052, 9104, 9113, 9270, 9368, 9370, 9618, 9770, 10125, 10252, 10399, 10595, 10614, 10718, 10892, 10920, 10961, 10985, 11213, 11221, 11315, 11329, 22843, 22924, 23043, 23394, 23531, 23560, 27250, 29969, 51196, 51347, 51378, 51422, 51654, 54920, 54956, 55294, 55437, 56034, 56647, 57214, 57498, 57732, 64754, 64798, 65078, 79594, 79893, 80243, 80725, 81669, 84152, 84231, 114882, 124790, 146850, 152110, 171392, 200734, 221938, 285464, 349667, 376497, 389658, 654429
Gene Ontology Biological Process	GO:0090670	RNA localization to Cajal body	0.57402089952713	0.738129067961233	-0.492040912109613	0.611377352583476	depleted	16	7	75792	6950, 8607, 10574, 10575, 10576, 22948, 55135
Gene Ontology Biological Process	GO:0090671	telomerase RNA localization to Cajal body	0.57402089952713	0.738129067961233	-0.492040912109613	0.611377352583476	depleted	16	7	75792	6950, 8607, 10574, 10575, 10576, 22948, 55135
Gene Ontology Biological Process	GO:0090672	telomerase RNA localization	0.57402089952713	0.738129067961233	-0.492040912109613	0.611377352583476	depleted	16	7	75792	6950, 8607, 10574, 10575, 10576, 22948, 55135
Gene Ontology Biological Process	GO:1902229	regulation of intrinsic apoptotic signaling pathway in response to DNA damage	0.574594711947402	0.738498783990196	-0.278068088518195	0.757245260051316	depleted	37	15	81377.4324324324	960, 972, 3622, 22954, 637, 6154, 6188, 6498, 6591, 6880, 23028, 51499, 57007, 57805, 80237
Gene Ontology Biological Process	GO:0043931	ossification involved in bone maturation	0.57584582234999	0.739603202646196	-0.367187355239085	0.692679855686442	depleted	17	3	184126.764705882	6261, 650, 10507
Gene Ontology Biological Process	GO:1904837	beta-catenin-TCF complex assembly	0.576036867665689	0.739603202646196	-0.243037792882907	0.78424187445015	depleted	43	10	168749.093023256	1499, 7090, 2033, 4609, 6597, 7088, 8607, 9070, 51339, 121504
Gene Ontology Biological Process	GO:0006412	translation	0.576064475296603	0.739603202646196	-0.0658240493066286	0.9362955916578	depleted	594	239	91855.0437710438	1982, 10128, 51123, 56853, 677, 1977, 3184, 3191, 5188, 5530, 6135, 6160, 6161, 6169, 6181, 6197, 6210, 6233, 6256, 7919, 8662, 8667, 9444, 9933, 10667, 26523, 28957, 57409, 57721, 84273, 92170, 327, 468, 678, 740, 1153, 1613, 1615, 1653, 1654, 1655, 1656, 1915, 1937, 1938, 1939, 1965, 1967, 1974, 1979, 1984, 2058, 2099, 2185, 2193, 2332, 2597, 2617, 2967, 3315, 3396, 3508, 3609, 3692, 3921, 4076, 4343, 4528, 4677, 4690, 4691, 4736, 4848, 4869, 5094, 5724, 5917, 6122, 6124, 6125, 6128, 6129, 6130, 6132, 6133, 6134, 6136, 6137, 6138, 6139, 6142, 6143, 6146, 6147, 6152, 6154, 6158, 6159, 6164, 6165, 6168, 6173, 6175, 6176, 6187, 6188, 6189, 6191, 6193, 6194, 6201, 6202, 6203, 6204, 6205, 6206, 6207, 6208, 6209, 6217, 6222, 6223, 6224, 6229, 6230, 6231, 6232, 6234, 6235, 6470, 6659, 6897, 7040, 7057, 7124, 7248, 7284, 7298, 7311, 7349, 7832, 8507, 8661, 8664, 8668, 8893, 8894, 9045, 9125, 9349, 9612, 9669, 9698, 9728, 9775, 9801, 9811, 10140, 10209, 10318, 10394, 10399, 10492, 10643, 10767, 10985, 10987, 11222, 11224, 11236, 22794, 23034, 23395, 23521, 23645, 25873, 25983, 26164, 26986, 27068, 27161, 27303, 51021, 51065, 51073, 51081, 51091, 51116, 51263, 51264, 51318, 51649, 51650, 51654, 51714, 53918, 54148, 54901, 54938, 54948, 55037, 55168, 55173, 55571, 56945, 57002, 57129, 57505, 60488, 64410, 64951, 64963, 64969, 64976, 64978, 65005, 79727, 80315, 84271, 84285, 84305, 84919, 85451, 85476, 90480, 123283, 124995, 128308, 132864, 143689, 144233, 151903, 192669, 219402, 317649, 340152, 343472, 399664, 400961
Gene Ontology Biological Process	GO:0060749	mammary gland alveolus development	0.576578943263367	0.739603202646196	-0.353786100450227	0.702025114152502	depleted	17	5	215885.176470588	3398, 595, 1950, 2099, 27023
Gene Ontology Biological Process	GO:0061377	mammary gland lobule development	0.576578943263367	0.739603202646196	-0.353786100450227	0.702025114152502	depleted	17	5	215885.176470588	3398, 595, 1950, 2099, 27023
Gene Ontology Biological Process	GO:0032732	positive regulation of interleukin-1 production	0.576579910055652	0.739603202646196	-0.259498661277707	0.771438240734861	depleted	36	8	142239.25	22861, 3965, 51311, 3066, 3315, 7099, 9447, 114548
Gene Ontology Biological Process	GO:0055024	regulation of cardiac muscle tissue development	0.57660090735472	0.739603202646196	-0.172022368856269	0.841960339268041	depleted	66	16	238426.484848485	3084, 4208, 1906, 2932, 5728, 7919, 650, 1432, 1482, 2627, 4851, 5600, 6910, 7040, 7161, 55553
Gene Ontology Biological Process	GO:0033198	response to ATP	0.576794947642449	0.739668191620033	-0.297482274784386	0.742685747369119	depleted	31	9	109904.387096774	3329, 5728, 6263, 6546, 5025, 5026, 5743, 6347, 6647
Gene Ontology Biological Process	GO:1900015	regulation of cytokine production involved in inflammatory response	0.57696067136028	0.739696844818012	-0.353326238539449	0.70234802300396	depleted	24	6	68523.75	1432, 4843, 8314, 27250, 66005, 79004
Gene Ontology Biological Process	GO:1902186	regulation of viral release from host cell	0.577108543503277	0.739702602716374	-0.297385346570233	0.742757738061197	depleted	31	9	72124.2580645161	5987, 22954, 23087, 1642, 7726, 9525, 27243, 55223, 128866
Gene Ontology Biological Process	GO:0038094	Fc-gamma receptor signaling pathway	0.578114210477279	0.740807553862962	-0.170287605096801	0.843422209184375	depleted	76	24	137983.697368421	2889, 5295, 5336, 60, 5580, 9844, 10163, 10451, 3320, 3326, 4067, 4641, 4651, 4690, 5291, 5338, 5747, 6714, 7410, 7456, 8976, 10096, 26999, 196051
Gene Ontology Biological Process	GO:0032660	regulation of interleukin-17 production	0.579553706189716	0.741547016426772	-0.327654734758565	0.720611778958712	depleted	22	7	169048.909090909	3592, 3593, 5621, 7040, 7099, 11334, 59067
Gene Ontology Biological Process	GO:0046596	regulation of viral entry into host cell	0.581192199046385	0.743274802895463	-0.309774517030714	0.733612354668358	depleted	29	10	95122.1034482759	972, 3965, 2219, 2934, 7113, 7726, 10410, 10475, 55223, 222537
Gene Ontology Biological Process	GO:0050921	positive regulation of chemotaxis	0.582066186086835	0.743286993569797	-0.130958987891596	0.877253751679248	depleted	127	40	138169.913385827	1012, 1907, 3603, 972, 1240, 1906, 3965, 4916, 5155, 6504, 7114, 659, 1233, 1236, 1432, 2152, 2185, 3315, 3565, 3592, 5025, 5228, 5880, 6278, 6346, 6347, 6372, 6374, 6375, 7040, 7057, 7060, 7074, 7424, 7857, 8740, 8817, 8995, 9048, 10488
Gene Ontology Biological Process	GO:0060307	regulation of ventricular cardiac muscle cell membrane repolarization	0.5831310221227	0.74409422288672	-0.339268916040265	0.712290876889798	depleted	19	1	175370.263157895	3757
Gene Ontology Biological Process	GO:0055002	striated muscle cell development	0.583574239259414	0.7444756430117	-0.122510371865224	0.884696728940661	depleted	136	31	175602.882352941	4208, 58, 1756, 1906, 4773, 5530, 6261, 6546, 6926, 7919, 9254, 9759, 80206, 1482, 4000, 4205, 4629, 4878, 5573, 6416, 6474, 7480, 8837, 9172, 57190, 58529, 64754, 91807, 92737, 246329, 283284
Gene Ontology Biological Process	GO:0033630	positive regulation of cell adhesion mediated by integrin	0.584170862963861	0.74499002304432	-0.373483238694542	0.688332523551336	depleted	17	5	152900.588235294	5420, 5777, 5979, 9780, 55612
Gene Ontology Biological Process	GO:0051447	negative regulation of meiotic cell cycle	0.586224390179131	0.747117497266338	-0.400379826920157	0.670065488783943	depleted	17	4	71034.0588235294	5017, 5573, 5810, 346673
Gene Ontology Biological Process	GO:0032402	melanosome transport	0.590439805184728	0.751715982241209	-0.332911633878051	0.716833535156643	depleted	22	4	82193.6363636364	4644, 8766, 55212, 129880
Gene Ontology Biological Process	GO:0060644	mammary gland epithelial cell differentiation	0.590561131231561	0.751715982241209	-0.354094714125778	0.701808493029534	depleted	17	5	183154.941176471	3398, 5727, 4255, 9113, 27023
Gene Ontology Biological Process	GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	0.591046349485088	0.751962544264752	-0.371561407686007	0.689656654309506	depleted	19	5	124590.368421053	5770, 7009, 9709, 10488, 11315
Gene Ontology Biological Process	GO:2001235	positive regulation of apoptotic signaling pathway	0.592229360316792	0.753096196666091	-0.110604399033876	0.895292857600978	depleted	176	60	115273.022727273	1687, 2932, 3625, 3965, 5580, 5728, 10971, 79156, 90427, 135, 356, 467, 578, 637, 1075, 1512, 1613, 2934, 3002, 4170, 4690, 4836, 5366, 5518, 5519, 5533, 5534, 5599, 5979, 6154, 6188, 6201, 6498, 6647, 7057, 7161, 7314, 7531, 7532, 7534, 8717, 8738, 8739, 9368, 10018, 10399, 11315, 27113, 27141, 51024, 55294, 56947, 57539, 64112, 81618, 84231, 93974, 140735, 151112, 162989
Gene Ontology Biological Process	GO:0071295	cellular response to vitamin	0.592576937123383	0.753293366612342	-0.274687417015894	0.75980958965794	depleted	28	6	131898.25	3371, 5179, 6591, 7421, 54332, 83990
Gene Ontology Biological Process	GO:0006997	nucleus organization	0.592676444093719	0.753293366612342	-0.125309835247279	0.882223516293102	depleted	142	47	105276.866197183	2113, 2334, 5579, 6732, 10783, 11189, 23175, 26038, 137886, 2010, 3020, 3021, 4000, 5515, 5518, 5520, 6223, 6683, 6733, 7443, 7536, 8086, 9525, 9972, 10208, 23279, 23592, 25777, 25909, 26092, 27243, 27348, 53371, 55726, 55818, 55968, 57142, 79188, 81929, 84172, 91782, 114882, 124491, 128866, 129401, 221035, 221496
Gene Ontology Biological Process	GO:0061053	somite development	0.593042531503369	0.753573009858592	-0.150765951720727	0.860048968085976	depleted	85	20	175203.2	5100, 23242, 2296, 3955, 3975, 5727, 54361, 145873, 2033, 4040, 4851, 5362, 5523, 5663, 6469, 10959, 27023, 54475, 134701, 441478
Gene Ontology Biological Process	GO:0046697	decidualization	0.593473798390411	0.753881721055343	-0.339103591491808	0.712408645792166	depleted	21	6	104397.428571429	3726, 2693, 5740, 5743, 7421, 55870
Gene Ontology Biological Process	GO:0006515	misfolded or incompletely synthesized protein catabolic process	0.595642516325703	0.756073347699107	-0.366475340004815	0.693173229920304	depleted	24	8	44859.0833333333	10013, 10585, 23753, 29954, 55139, 55284, 79139, 115209
Gene Ontology Biological Process	GO:2001269	positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	0.596397015539821	0.756717216716659	-0.382654606864882	0.68204843345444	depleted	17	4	90650.0588235294	3965, 356, 2934, 8717
Gene Ontology Biological Process	GO:0007379	segment specification	0.597065363116441	0.75710977815236	-0.336090674712441	0.714558310509126	depleted	17	4	311215.941176471	9935, 23242, 22823, 1856
Gene Ontology Biological Process	GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	0.597317770503273	0.75710977815236	-0.11561183273757	0.890820943721496	depleted	141	44	173902.439716312	5770, 1906, 4293, 6504, 6885, 22881, 28988, 56940, 221472, 650, 1236, 1616, 1647, 1856, 1857, 2185, 4067, 4216, 4616, 6188, 6386, 6416, 7074, 7098, 7099, 7124, 7189, 7476, 8767, 9043, 9618, 9770, 9965, 10125, 10550, 10595, 23043, 23236, 23542, 29969, 51347, 60401, 79594, 90441
Gene Ontology Biological Process	GO:0000920	cell separation after cytokinesis	0.59737791757052	0.75710977815236	-0.413638225132916	0.661240128058667	depleted	17	5	95508.5882352941	10015, 9525, 27243, 91782, 128866
Gene Ontology Biological Process	GO:0042533	tumor necrosis factor biosynthetic process	0.597624359478384	0.75710977815236	-0.354068941319166	0.70182658083719	depleted	19	4	122997.473684211	2693, 3315, 7057, 7099
Gene Ontology Biological Process	GO:0042534	regulation of tumor necrosis factor biosynthetic process	0.597624359478384	0.75710977815236	-0.354068941319166	0.70182658083719	depleted	19	4	122997.473684211	2693, 3315, 7057, 7099
Gene Ontology Biological Process	GO:0043393	regulation of protein binding	0.599973307458962	0.759760013053702	-0.103291849437886	0.901863726647493	depleted	181	55	166849.182320442	55118, 1400, 3084, 4208, 8874, 2932, 3955, 5155, 5580, 6093, 6135, 7009, 9709, 9759, 23129, 56341, 408, 567, 578, 627, 650, 2033, 2035, 2801, 3326, 4242, 5081, 5092, 5195, 5465, 5599, 5663, 5901, 6653, 6714, 7074, 8995, 9043, 9270, 9370, 9618, 10763, 11315, 22924, 23028, 23394, 23560, 24144, 51185, 51339, 54552, 56155, 79139, 121665, 340061
Gene Ontology Biological Process	GO:0010592	positive regulation of lamellipodium assembly	0.601607803831347	0.761343656510903	-0.375349671220049	0.687048995522851	depleted	18	5	80009.2777777778	6624, 9759, 10163, 5880, 146206
Gene Ontology Biological Process	GO:0032731	positive regulation of interleukin-1 beta production	0.604276239521777	0.764270929074001	-0.267731409621985	0.765113255565933	depleted	30	6	123667.266666667	22861, 3965, 51311, 3315, 9447, 114548
Gene Ontology Biological Process	GO:0032196	transposition	0.605519135051626	0.765053899907878	-0.38311682262654	0.681733252764635	depleted	16	3	80562.625	79725, 143689, 200315
Gene Ontology Biological Process	GO:0090003	regulation of establishment of protein localization to plasma membrane	0.605636249952166	0.765053899907878	-0.203371063961656	0.815975406176631	depleted	46	11	196047.630434783	5295, 10580, 10268, 7430, 2181, 3799, 5525, 7429, 10399, 55022, 57628
Gene Ontology Biological Process	GO:0071158	positive regulation of cell cycle arrest	0.605695632416184	0.765053899907878	-0.159049245635446	0.852954353655698	depleted	85	31	95032.4235294118	8851, 1026, 3398, 4850, 6233, 995, 1263, 1647, 2033, 2627, 4194, 4848, 4869, 5111, 5457, 5934, 6154, 6659, 7040, 7161, 7311, 7314, 7316, 7709, 7832, 8738, 9125, 9349, 51499, 55571, 144455
Gene Ontology Biological Process	GO:0072215	regulation of metanephros development	0.60589937258045	0.765053899907878	-0.271527341013527	0.762214443467737	depleted	23	9	227373.869565217	6772, 1499, 2668, 5155, 4609, 5076, 5979, 9370, 10409
Gene Ontology Biological Process	GO:0002076	osteoblast development	0.605950598048037	0.765053899907878	-0.322854319439986	0.724079330967213	depleted	18	6	220961.277777778	5744, 9759, 3727, 4041, 6469, 23314
Gene Ontology Biological Process	GO:0032272	negative regulation of protein polymerization	0.606081660965982	0.765053899907878	-0.178781565417299	0.836288553788556	depleted	61	17	133125.114754098	11075, 2288, 5580, 7114, 80206, 830, 2934, 5216, 5962, 6709, 6711, 7417, 7429, 24139, 57731, 146206, 253725
Gene Ontology Biological Process	GO:0032874	positive regulation of stress-activated MAPK cascade	0.606561588398584	0.765472415496158	-0.113097584989825	0.893063506270459	depleted	140	43	174068.692857143	5770, 1906, 4293, 6504, 6885, 22881, 28988, 56940, 221472, 650, 1236, 1616, 1647, 1856, 1857, 2185, 4216, 4616, 6188, 6386, 6416, 7074, 7098, 7099, 7124, 7189, 7476, 8767, 9043, 9618, 9770, 9965, 10125, 10550, 10595, 23043, 23236, 23542, 29969, 51347, 60401, 79594, 90441
Gene Ontology Biological Process	GO:2000351	regulation of endothelial cell apoptotic process	0.606842531548567	0.765639672354869	-0.21824027974788	0.803932249819145	depleted	40	12	165181.775	4780, 7128, 356, 2625, 3565, 5598, 7057, 7857, 10266, 27250, 79155, 79625
Gene Ontology Biological Process	GO:0044273	sulfur compound catabolic process	0.607142301854345	0.765719513855385	-0.202473707894071	0.816707955287902	depleted	50	10	104724.96	176, 1462, 1463, 3423, 5549, 10675, 63827, 84890, 91227, 494143
Gene Ontology Biological Process	GO:0046209	nitric oxide metabolic process	0.60720266159767	0.765719513855385	-0.169342719165413	0.844219523590315	depleted	67	18	144138.76119403	6095, 1906, 493, 2185, 3320, 3326, 3565, 4842, 4843, 4846, 5025, 5740, 5743, 6697, 7099, 7124, 9104, 57539
Gene Ontology Biological Process	GO:0007095	mitotic G2 DNA damage checkpoint	0.608465305005987	0.766936845474197	-0.362089238779693	0.696220235225304	depleted	16	5	138487	1112, 25949, 51347, 60561, 80198
Gene Ontology Biological Process	GO:0009394	2'-deoxyribonucleotide metabolic process	0.608829240948662	0.767007551403392	-0.296714622480199	0.743256090679043	depleted	28	6	66071.5714285714	132, 1854, 6470, 7298, 8930, 55270
Gene Ontology Biological Process	GO:0033209	tumor necrosis factor-mediated signaling pathway	0.608948810822111	0.767007551403392	-0.112689942659994	0.89342763097012	depleted	165	49	92014.4	970, 6772, 7185, 8567, 6233, 7114, 7128, 8764, 22954, 84957, 330, 2185, 3987, 4792, 5690, 5695, 5696, 5698, 5700, 5701, 5702, 5709, 5714, 5718, 7124, 7187, 7293, 7311, 7314, 7316, 8717, 8740, 8744, 8771, 8995, 8996, 9020, 9370, 9447, 9491, 9861, 9971, 10399, 56928, 60401, 90268, 115650, 152138, 171392
Gene Ontology Biological Process	GO:0048704	embryonic skeletal system morphogenesis	0.609609412038609	0.767441424281889	-0.140189860594752	0.869193194195087	depleted	93	16	187658.505376344	5079, 4208, 1499, 3975, 4087, 25902, 57453, 655, 2778, 3203, 5396, 6474, 6913, 6935, 9775, 23314
